School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2011-2012,BRONX,New York City Geographic District # 7,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,320700010343,Middle School,New York City,Public,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,4,0,0,0,1,0,1,0,0,0,0,0,2,0,0,16
2011-2012,BRONX,New York City Geographic District # 7,ACADEMY OF PUBLIC RELATIONS,320700010298,Middle School,New York City,Public,266,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,2,0,1,0,0,0,0,0,2,0,0,11
2011-2012,BRONX,New York City Geographic District # 7,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,320700011600,Senior High,New York City,Public,719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,1,10,0,0,0,3,0,1,0,0,0,0,9,1,5,1,18
2011-2012,BRONX,New York City Geographic District # 7,BRONX DESIGN AND CONSTRUCTION ACADEMY,320700011522,Senior High,New York City,Public,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
2011-2012,BRONX,New York City Geographic District # 7,BRONX HAVEN HIGH SCHOOL,320700011381,Senior High,New York City,Public,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-2012,BRONX,New York City Geographic District # 7,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,320700011527,Senior High,New York City,Public,504,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,17,0,16,0,0,0,1,0,3,0,0,0,0,0,2,0,5,13
2011-2012,BRONX,New York City Geographic District # 7,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,320700011427,Senior High,New York City,Public,317,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,0,0,1,7,1,0,20
2011-2012,BRONX,New York City Geographic District # 7,CROTONA ACADEMY HIGH SCHOOL,320700011321,Senior High,New York City,Public,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 7,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,320700011520,Senior High,New York City,Public,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2011-2012,BRONX,New York City Geographic District # 7,HEALTH OPPORTUNITIES HIGH SCHOOL,320700011670,Senior High,New York City,Public,587,0,0,0,0,0,3,0,0,0,3,1,0,0,1,4,1,0,0,18,1,11,0,0,0,3,0,2,0,0,0,0,3,7,1,3,92
2011-2012,BRONX,New York City Geographic District # 7,HOSTOS-LINCOLN ACADEMY OF SCIENCE,320700011500,Junior Senior School,New York City,Public,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2011-2012,BRONX,New York City Geographic District # 7,INTERNATIONAL COMMUNITY HIGH SCHOOL,320700011334,Senior High,New York City,Public,384,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,1,0,1,0,0,0,3,0,5,8
2011-2012,BRONX,New York City Geographic District # 7,JHS 151 LOU GEHRIG,320700010151,Middle School,New York City,Public,287,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,9,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1
2011-2012,BRONX,New York City Geographic District # 7,JHS 162 LOLA RODRIGUEZ DE TIO,320700010162,Middle School,New York City,Public,570,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,19,1,4,0,0,0,1,0,0,0,0,0,0,0,3,1,1,6
2011-2012,BRONX,New York City Geographic District # 7,JILL CHAIFETZ TRANSFER HIGH SCHOOL,320700011379,Senior High,New York City,Public,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-2012,BRONX,New York City Geographic District # 7,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,320700011473,Senior High,New York City,Public,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,7
2011-2012,BRONX,New York City Geographic District # 7,MS 203,320700010203,Middle School,New York City,Public,279,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,3,1,7,0,0,1,1,0,1,0,0,0,0,0,4,2,1,1
2011-2012,BRONX,New York City Geographic District # 7,MS 223 LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,320700010223,Middle School,New York City,Public,494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,17,0,9,0,0,0,0,0,2,0,0,0,0,1,3,0,0,16
2011-2012,BRONX,New York City Geographic District # 7,NEW EXPLORERS HIGH SCHOOL,320700011547,Senior High,New York City,Public,385,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,3,0,30,0,11,0,0,0,3,0,5,0,0,0,0,3,3,3,1,23
2011-2012,BRONX,New York City Geographic District # 7,PERFORMANCE SCHOOL,320700010385,Elementary,New York City,Public,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2011-2012,BRONX,New York City Geographic District # 7,PS 1 COURTLANDT SCHOOL,320700010001,Elementary,New York City,Public,683,0,0,0,0,0,4,0,0,0,1,1,0,0,1,8,0,2,8,11,2,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3
2011-2012,BRONX,New York City Geographic District # 7,PS 154 JONATHAN D HYATT,320700010154,Elementary,New York City,Public,542,0,0,0,0,0,3,0,0,1,0,1,0,0,0,8,0,3,5,12,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11
2011-2012,BRONX,New York City Geographic District # 7,PS 157 GROVE HILL,320700010157,Elementary,New York City,Public,610,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 7,PS 161 PONCE DE LEON,320700010161,Elementary,New York City,Public,595,0,0,0,0,0,4,0,0,0,0,0,0,0,1,6,1,2,3,16,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2011-2012,BRONX,New York City Geographic District # 7,PS 179,320700010179,Elementary,New York City,Public,399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2011-2012,BRONX,New York City Geographic District # 7,PS 18 JOHN PETER ZENGER,320700010018,Elementary,New York City,Public,549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2011-2012,BRONX,New York City Geographic District # 7,PS 25 BILINGUAL SCHOOL,320700010025,Elementary,New York City,Public,397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BRONX,New York City Geographic District # 7,PS 277 ,320700010277,Elementary,New York City,Public,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,2,0,0,1,1,0,1,0,0,0,0,0,4,0,0,3
2011-2012,BRONX,New York City Geographic District # 7,PS 30 WILTON,320700010030,Elementary,New York City,Public,509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BRONX,New York City Geographic District # 7,PS 43 JONAS BRONCK,320700010043,Elementary,New York City,Public,486,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,12,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4
2011-2012,BRONX,New York City Geographic District # 7,PS 49 WILLIS AVENUE,320700010049,Elementary,New York City,Public,680,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BRONX,New York City Geographic District # 7,PS 5 PORT MORRIS,320700010005,Elementary,New York City,Public,531,0,0,0,0,0,4,0,0,0,1,0,0,0,0,9,0,0,1,12,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BRONX,New York City Geographic District # 7,PS 65 MOTHER HALE ACADEMY,320700010065,Elementary,New York City,Public,411,0,0,0,0,0,4,0,0,0,1,0,0,0,1,6,0,1,2,14,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2011-2012,BRONX,New York City Geographic District # 7,PS/IS 224,320700010224,Middle School,New York City,Public,373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
2011-2012,BRONX,New York City Geographic District # 7,PS/MS 29 MELROSE SCHOOL,320700010029,Elementary,New York City,Public,758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,3,34,3,7,0,0,0,4,0,1,0,0,0,0,0,2,0,0,20
2011-2012,BRONX,New York City Geographic District # 7,PS/MS 31 THE WILLIAM LLOYD GARRISON,320700010031,Elementary,New York City,Public,634,0,0,0,0,0,3,0,0,1,0,1,0,0,1,7,1,5,2,30,1,20,0,0,0,1,0,3,0,0,0,0,0,3,1,1,14
2011-2012,BRONX,New York City Geographic District # 7,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,320700011655,Senior High,New York City,Public,659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,22,0,8,0,0,0,3,0,1,0,0,0,0,6,6,0,0,10
2011-2012,BRONX,New York City Geographic District # 7,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,320700010296,Middle School,New York City,Public,328,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,1,7,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,2,6
2011-2012,BRONX,New York City Geographic District # 7,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,320700011221,Junior Senior School,New York City,Public,621,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,14,1,14,0,0,0,0,0,3,0,1,0,0,0,4,0,0,19
2011-2012,BRONX,New York City Geographic District # 7,UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE,320700011495,Senior High,New York City,Public,465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10
2011-2012,BRONX,New York City Geographic District # 7,URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE),320700011551,Junior Senior School,New York City,Public,550,0,0,0,0,0,4,0,0,1,2,1,0,0,1,3,0,2,1,41,3,13,0,0,0,2,0,1,1,0,0,0,1,0,2,1,34
2011-2012,BRONX,New York City Geographic District # 7,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,320700011548,Senior High,New York City,Public,476,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,24,0,6,0,0,0,1,0,0,0,0,0,0,3,4,3,2,24
2011-2012,BRONX,New York City Geographic District # 7,YOUNG LEADERS ELEMENTARY SCHOOL,320700010369,Elementary,New York City,Public,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,BRONX,New York City Geographic District # 8,ACADEMY OF THE ARTS (THE),320800010335,Elementary,New York City,Public,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
2011-2012,BRONX,New York City Geographic District # 8,ANTONIA PANTOJA PREPARATORY ACADEMY,320800011376,Junior Senior School,New York City,Public,432,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,18,1,18,0,0,0,4,0,1,0,0,0,0,5,0,3,1,21
2011-2012,BRONX,New York City Geographic District # 8,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",320800011367,Junior Senior School,New York City,Public,499,0,0,0,0,0,4,0,0,0,0,1,0,0,1,5,1,1,0,56,1,7,0,0,0,7,0,1,0,0,0,0,0,1,1,1,22
2011-2012,BRONX,New York City Geographic District # 8,BANANA KELLY HIGH SCHOOL,320800011530,Senior High,New York City,Public,437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,0,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,20
2011-2012,BRONX,New York City Geographic District # 8,BRONX ACADEMY HIGH SCHOOL,320800011560,Senior High,New York City,Public,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2011-2012,BRONX,New York City Geographic District # 8,BRONX ARENA HIGH SCHOOL,320800011537,Senior High,New York City,Public,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2011-2012,BRONX,New York City Geographic District # 8,BRONX BRIDGES HIGH SCHOOL,320800011432,Senior High,New York City,Public,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,BRONX COMMUNITY HIGH SCHOOL,320800011377,Senior High,New York City,Public,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,6,3,0,0,3
2011-2012,BRONX,New York City Geographic District # 8,BRONX GUILD HIGH SCHOOL,320800011452,Senior High,New York City,Public,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2011-2012,BRONX,New York City Geographic District # 8,BRONX MATHEMATICS PREPARATORY SCHOOL (THE),320800010375,Middle School,New York City,Public,323,0,0,0,0,0,3,0,0,0,0,0,0,0,1,11,0,1,0,45,1,5,0,0,0,4,0,2,0,1,0,0,0,1,0,1,19
2011-2012,BRONX,New York City Geographic District # 8,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,320800011269,Junior Senior School,New York City,Public,499,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,3,1,38,0,9,0,0,0,2,0,2,0,1,0,0,0,1,0,0,21
2011-2012,BRONX,New York City Geographic District # 8,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY,320800011519,Senior High,New York City,Public,363,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,21,0,15,0,0,0,1,0,2,0,0,0,0,0,3,0,0,34
2011-2012,BRONX,New York City Geographic District # 8,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,320800011295,Senior High,New York City,Public,470,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4,0,2,2,13,0,15,0,0,0,4,0,5,0,1,0,0,4,0,0,0,32
2011-2012,BRONX,New York City Geographic District # 8,HERBERT H LEHMAN HIGH SCHOOL,320800011405,Senior High,New York City,Public,3599,0,0,0,0,0,8,0,3,0,2,0,0,0,1,13,2,3,2,126,1,36,0,0,0,9,0,8,0,3,0,0,44,4,22,4,141
2011-2012,BRONX,New York City Geographic District # 8,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,320800011332,Senior High,New York City,Public,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
2011-2012,BRONX,New York City Geographic District # 8,HUNTS POINT SCHOOL (THE),320800010424,Middle School,New York City,Public,387,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,21,1,9,0,0,0,5,0,1,0,0,0,0,0,0,0,0,9
2011-2012,BRONX,New York City Geographic District # 8,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,320800011650,Senior High,New York City,Public,715,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,1,0,32,0,3,0,0,0,2,0,0,0,0,0,0,0,3,2,1,42
2011-2012,BRONX,New York City Geographic District # 8,JHS 123 JAMES M KIERNAN,320800010123,Middle School,New York City,Public,519,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,2,19,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,3,3
2011-2012,BRONX,New York City Geographic District # 8,JHS 125 HENRY HUDSON ,320800010125,Middle School,New York City,Public,631,0,0,0,0,0,7,0,0,0,0,1,0,0,2,6,0,1,2,42,2,12,0,0,0,2,0,3,0,2,0,0,0,3,5,4,19
2011-2012,BRONX,New York City Geographic District # 8,JHS 131 ALBERT EINSTEIN,320800010131,Middle School,New York City,Public,839,0,0,0,1,0,6,0,1,0,3,1,0,0,0,4,1,1,3,54,2,38,0,0,1,7,0,3,0,2,0,0,0,2,1,0,62
2011-2012,BRONX,New York City Geographic District # 8,MILLENIUM ART ACADEMY,320800010312,Senior High,New York City,Public,491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,3
2011-2012,BRONX,New York City Geographic District # 8,MOTT HALL COMMUNITY SCHOOL,320800010467,Middle School,New York City,Public,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,1,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,7
2011-2012,BRONX,New York City Geographic District # 8,MS 101 EDWARD R BYRNE ,320800010101,Middle School,New York City,Public,464,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,1,3,16,2,5,0,0,0,2,0,4,0,1,0,0,0,2,0,0,7
2011-2012,BRONX,New York City Geographic District # 8,MS 301 PAUL L DUNBAR,320800010301,Middle School,New York City,Public,325,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-2012,BRONX,New York City Geographic District # 8,MS 302 LUISA DESSUS CRUZ,320800010302,Middle School,New York City,Public,669,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,2,2,32,0,8,0,0,0,1,0,1,0,0,0,0,0,1,2,1,9
2011-2012,BRONX,New York City Geographic District # 8,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,320800011305,Senior High,New York City,Public,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,20,1,7,0,0,0,5,0,1,0,0,0,0,2,0,0,0,11
2011-2012,BRONX,New York City Geographic District # 8,PS 100 ISAAC CLASON,320800010100,Elementary,New York City,Public,652,0,0,0,0,0,4,0,0,0,0,0,0,0,2,7,0,3,2,38,3,7,0,0,0,1,0,0,0,0,0,0,0,5,0,0,14
2011-2012,BRONX,New York City Geographic District # 8,PS 107,320800010107,Elementary,New York City,Public,523,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,1,5,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,5
2011-2012,BRONX,New York City Geographic District # 8,PS 119,320800010119,Elementary,New York City,Public,1041,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,2,29,2,8,0,0,0,1,0,3,0,0,0,0,0,1,0,0,8
2011-2012,BRONX,New York City Geographic District # 8,PS 130 ABRAM STEVENS HEWITT,320800010130,Elementary,New York City,Public,476,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011-2012,BRONX,New York City Geographic District # 8,PS 138 SAMUEL RANDALL,320800010138,Elementary,New York City,Public,967,0,0,0,0,0,4,0,0,1,0,1,0,0,0,4,0,1,0,25,6,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6
2011-2012,BRONX,New York City Geographic District # 8,PS 14 SENATOR JOHN CALANDRA,320800010014,Elementary,New York City,Public,598,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,PS 140 THE EAGLE SCHOOL,320800010140,Elementary,New York City,Public,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-2012,BRONX,New York City Geographic District # 8,PS 146 EDWARD COLLINS,320800010146,Elementary,New York City,Public,493,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,PS 152 EVERGREEN,320800010152,Elementary,New York City,Public,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,PS 182,320800010182,Elementary,New York City,Public,957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,BRONX,New York City Geographic District # 8,PS 304 EARLY CHILDHOOD SCHOOL,320800010304,Elementary,New York City,Public,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,PS 333 THE MUSEUM SCHOOL,320800010333,Elementary,New York City,Public,445,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2011-2012,BRONX,New York City Geographic District # 8,PS 36 UNIONPORT,320800010036,Elementary,New York City,Public,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,PS 48 JOSEPH R DRAKE,320800010048,Elementary,New York City,Public,870,0,0,0,0,0,1,0,0,0,2,0,0,0,0,14,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,BRONX,New York City Geographic District # 8,PS 62 INOCENSIO CASANOVA,320800010062,Elementary,New York City,Public,723,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,PS 69 JOURNEY PREP SCHOOL,320800010069,Elementary,New York City,Public,611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,PS 71 ROSE E SCALA,320800010071,Elementary,New York City,Public,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,11,0,7,0,0,0,3,0,1,0,0,0,0,0,1,0,0,6
2011-2012,BRONX,New York City Geographic District # 8,PS 72 DR WILLIAM DORNEY,320800010072,Elementary,New York City,Public,921,0,0,0,0,0,8,0,0,0,1,0,0,0,4,5,1,2,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2011-2012,BRONX,New York City Geographic District # 8,PS 75,320800010075,Elementary,New York City,Public,614,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,6,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5
2011-2012,BRONX,New York City Geographic District # 8,PS 93 ALBERT G OLIVER,320800010093,Elementary,New York City,Public,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BRONX,New York City Geographic District # 8,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY,320800011293,Senior High,New York City,Public,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,0,4,0,1,0,0,0,0,2,5,2,1,15
2011-2012,BRONX,New York City Geographic District # 8,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,320800011540,Senior High,New York City,Public,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7
2011-2012,BRONX,New York City Geographic District # 8,SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (THE),320800010337,Middle School,New York City,Public,287,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8
2011-2012,BRONX,New York City Geographic District # 8,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,320800010448,Middle School,New York City,Public,311,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,1,2,4,22,3,10,0,0,0,2,0,0,0,2,0,0,0,2,1,0,38
2011-2012,BRONX,New York City Geographic District # 8,URBAN ASSEMBLY FOR CIVIC ENGAGEMENT,320800010366,Middle School,New York City,Public,243,0,0,0,0,0,6,0,1,0,0,0,0,0,2,4,2,5,3,17,2,7,0,0,0,1,0,1,0,0,0,0,0,2,0,0,8
2011-2012,BRONX,New York City Geographic District # 8,URBAN INSTITUTE OF MATHEMATICS,320800010371,Middle School,New York City,Public,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,2,21,0,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9
2011-2012,BRONX,New York City Geographic District # 8,WOMEN'S ACADEMY OF EXCELLENCE,320800011282,Senior High,New York City,Public,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,6
2011-2012,BRONX,New York City Geographic District # 9,ACADEMY FOR LANGUAGE AND TECHNOLOGY,320900011365,Senior High,New York City,Public,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,8,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8
