School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2011-2012,QUEENS,New York City Geographic District #28,YORK EARLY COLLEGE ACADEMY,342800011284,Junior Senior School,New York City,Public,489,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1,3,28,1,17,0,0,0,2,0,2,0,0,0,0,0,3,0,1,10
2011-2012,QUEENS,New York City Geographic District #28,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,342800011896,Junior Senior School,New York City,Public,507,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34
2011-2012,QUEENS,New York City Geographic District #29,BELLAIRE SCHOOL (THE),342900010135,Elementary,New York City,Public,1057,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-2012,QUEENS,New York City Geographic District #29,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP  HIGH SCHOOL,342900011496,Senior High,New York City,Public,351,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,14,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,12
2011-2012,QUEENS,New York City Geographic District #29,CAMBRIA HEIGHTS ACADEMY,342900011326,Senior High,New York City,Public,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,1,0,3,0,0,0,0,0,4,0,0,19
2011-2012,QUEENS,New York City Geographic District #29,COLLABORATIVE ARTS MIDDLE SCHOOL,342900010355,Junior High School,New York City,Public,163,0,0,0,0,0,1,0,1,0,0,2,0,0,2,1,0,1,0,13,2,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6
2011-2012,QUEENS,New York City Geographic District #29,COMMUNITY VOICES MIDDLE SCHOOL,342900010356,Junior High School,New York City,Public,143,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #29,CYNTHIA JENKINS SCHOOL,342900010037,Elementary,New York City,Public,577,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,2,14,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #29,EAGLE ACADEMY FOR YOUNG MEN III,342900011327,Junior High School,New York City,Public,164,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #29,EXCELSIOR PREPARATORTY HIGH SCHOOL,342900011265,Senior High,New York City,Public,440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,43,1,15,0,0,0,2,0,3,0,0,0,0,0,1,3,4,25
2011-2012,QUEENS,New York City Geographic District #29,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,342900011272,Senior High,New York City,Public,473,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,15,1,5,0,0,0,4,0,1,0,1,0,0,1,0,0,0,34
2011-2012,QUEENS,New York City Geographic District #29,GORDON PARKS SCHOOL (THE),342900010270,Elementary,New York City,Public,667,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,2,3,14,1,4,0,0,0,1,0,0,0,0,0,0,0,2,1,2,5
2011-2012,QUEENS,New York City Geographic District #29,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,342900011498,Senior High,New York City,Public,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13
2011-2012,QUEENS,New York City Geographic District #29,IS 192 THE LINDEN,342900010192,Middle School,New York City,Public,639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,17,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2011-2012,QUEENS,New York City Geographic District #29,IS 231 MAGNETECH 2000,342900010231,Junior High School,New York City,Public,635,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,2,3,20,0,4,0,0,0,2,0,2,0,0,0,0,1,3,0,1,7
2011-2012,QUEENS,New York City Geographic District #29,IS 238 SUSAN B ANTHONY ACADEMY,342900010238,Middle School,New York City,Public,1574,0,0,0,0,0,5,0,3,0,1,1,0,0,1,3,0,2,1,18,2,12,0,0,0,1,0,1,0,0,0,0,0,3,1,0,3
2011-2012,QUEENS,New York City Geographic District #29,IS 59 SPRINGFIELD GARDENS,342900010059,Middle School,New York City,Public,664,0,0,0,0,0,5,0,2,0,1,1,0,0,0,5,0,2,2,39,1,4,0,0,0,4,0,1,0,2,0,0,0,4,1,0,45
2011-2012,QUEENS,New York City Geographic District #29,JEAN NUZZI INTERMEDIATE SCHOOL,342900010109,Middle School,New York City,Public,1084,0,0,0,0,0,6,0,2,0,1,0,0,0,0,1,0,2,5,39,0,10,0,0,0,1,0,4,1,0,0,0,0,2,0,0,7
2011-2012,QUEENS,New York City Geographic District #29,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",342900011494,Senior High,New York City,Public,443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,19,0,9,0,0,0,3,0,1,0,1,0,0,4,0,1,0,38
2011-2012,QUEENS,New York City Geographic District #29,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,342900011492,Senior High,New York City,Public,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,0,19
2011-2012,QUEENS,New York City Geographic District #29,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,342900011259,Junior Senior School,New York City,Public,555,0,0,0,0,0,2,0,0,1,1,0,0,0,1,4,0,0,1,24,1,4,0,0,0,5,0,0,0,0,0,0,0,5,1,1,19
2011-2012,QUEENS,New York City Geographic District #29,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,342900011283,Junior Senior School,New York City,Public,470,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,37,0,23,0,0,0,4,0,3,0,0,0,0,4,0,2,2,106
2011-2012,QUEENS,New York City Geographic District #29,PS 118 LORRAINE HANSBERRY,342900010118,Elementary,New York City,Public,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #29,PS 131 ABIGAIL ADAMS,342900010131,Elementary,New York City,Public,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #29,PS 132 RALPH BUNCHE,342900010132,Elementary,New York City,Public,394,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2011-2012,QUEENS,New York City Geographic District #29,PS 134 HOLLIS,342900010134,Elementary,New York City,Public,512,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,2,1,8,2,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3
2011-2012,QUEENS,New York City Geographic District #29,PS 136 ROY WILKINS,342900010136,Elementary,New York City,Public,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011-2012,QUEENS,New York City Geographic District #29,PS 15 JACKIE ROBINSON,342900010015,Elementary,New York City,Public,398,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
2011-2012,QUEENS,New York City Geographic District #29,PS 156 LAURELTON,342900010156,Elementary,New York City,Public,655,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,2,1,12,0,6,0,0,0,4,0,0,0,1,0,0,0,1,1,1,4
2011-2012,QUEENS,New York City Geographic District #29,PS 176 CAMBRIA HEIGHTS,342900010176,Elementary,New York City,Public,773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #29,PS 181 BROOKFIELD,342900010181,Elementary,New York City,Public,408,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,1,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2011-2012,QUEENS,New York City Geographic District #29,PS 195 WILLIAM HABERLE,342900010195,Elementary,New York City,Public,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #29,PS 251,342900010251,Elementary,New York City,Public,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-2012,QUEENS,New York City Geographic District #29,PS 33 EDWARD M FUNK,342900010033,Elementary,New York City,Public,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #29,PS 34 JOHN HARVARD,342900010034,Elementary,New York City,Public,520,0,0,0,0,0,1,0,0,0,1,1,0,0,0,12,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2011-2012,QUEENS,New York City Geographic District #29,PS 35 NATHANIEL WOODHULL,342900010035,Elementary,New York City,Public,681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #29,PS 36 ST ALBANS SCHOOL,342900010036,Elementary,New York City,Public,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-2012,QUEENS,New York City Geographic District #29,PS 38 ROSEDALE,342900010038,Elementary,New York City,Public,266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #29,PS 52 ,342900010052,Elementary,New York City,Public,584,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,26,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
2011-2012,QUEENS,New York City Geographic District #29,PS 95 EASTWOOD,342900010095,Elementary,New York City,Public,1413,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2011-2012,QUEENS,New York City Geographic District #29,PS/IS 116 WILLIAM C HUGHLEY,342900010116,Elementary,New York City,Public,769,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
2011-2012,QUEENS,New York City Geographic District #29,PS/IS 208,342900010208,Elementary,New York City,Public,720,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2
2011-2012,QUEENS,New York City Geographic District #29,PS/IS 268,342900010268,Elementary,New York City,Public,613,0,0,0,0,0,3,0,1,0,0,1,0,0,2,10,0,2,1,9,2,4,0,0,0,1,0,0,1,1,0,0,0,4,0,0,2
2011-2012,QUEENS,New York City Geographic District #29,PS/IS 295,342900010295,Elementary,New York City,Public,572,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,22,0,4,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4
2011-2012,QUEENS,New York City Geographic District #29,PS/MS 138 SUNRISE,342900010138,Elementary,New York City,Public,857,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,2,1,54,1,6,0,0,0,2,0,1,0,2,0,0,0,2,0,2,10
2011-2012,QUEENS,New York City Geographic District #29,PS/MS 147 RONALD MCNAIR,342900010147,Elementary,New York City,Public,745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,8,1,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2
2011-2012,QUEENS,New York City Geographic District #29,QUEENS PREPARATORY ACADEMY,342900011248,Senior High,New York City,Public,441,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,16,0,5,0,0,0,1,0,2,0,0,0,0,4,1,5,1,20
2011-2012,QUEENS,New York City Geographic District #30,ACADEMY FOR CAREERS IN TELEVISION AND FILM,343000011301,Senior High,New York City,Public,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,12,0,6,0,0,0,0,0,4,0,0,0,0,0,2,2,5,10
2011-2012,QUEENS,New York City Geographic District #30,ACADEMY FOR NEW AMERICANS,343000010235,Middle School,New York City,Public,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,ACADEMY OF AMERICAN STUDIES,343000011575,Senior High,New York City,Public,704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,3,0,0,0,1,0,2,0,0,0,0,0,1,0,3,17
2011-2012,QUEENS,New York City Geographic District #30,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,343000010126,Middle School,New York City,Public,550,0,0,0,0,0,5,0,1,0,0,1,0,0,1,3,0,1,2,62,2,24,0,0,0,6,0,9,0,0,0,0,0,3,0,0,64
2011-2012,QUEENS,New York City Geographic District #30,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,343000011580,Junior Senior School,New York City,Public,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-2012,QUEENS,New York City Geographic District #30,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL ,343000011501,Senior High,New York City,Public,757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,12,2,1
2011-2012,QUEENS,New York City Geographic District #30,INFORMATION TECHNOLOGY HIGH SCHOOL,343000011502,Senior High,New York City,Public,917,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,17,0,8,0,0,0,0,0,2,0,0,0,0,0,3,4,0,100
2011-2012,QUEENS,New York City Geographic District #30,IS 10 HORACE GREELEY,343000010010,Middle School,New York City,Public,940,0,0,0,0,0,6,0,0,0,0,1,0,0,0,3,0,2,0,51,2,17,0,0,0,4,0,13,0,0,0,0,1,0,6,0,27
2011-2012,QUEENS,New York City Geographic District #30,IS 141 THE STEINWAY,343000010141,Middle School,New York City,Public,1118,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7
2011-2012,QUEENS,New York City Geographic District #30,IS 145 JOSEPH PULITZER ,343000010145,Middle School,New York City,Public,2017,0,0,0,0,0,7,0,0,0,2,0,0,0,1,3,0,0,1,59,0,18,0,0,0,3,0,10,0,0,0,0,0,2,2,5,111
2011-2012,QUEENS,New York City Geographic District #30,IS 204 OLIVER W HOLMES,343000010204,Middle School,New York City,Public,739,0,0,0,0,0,2,0,0,0,0,0,0,0,1,11,0,3,2,42,2,12,0,0,1,1,0,2,0,0,0,0,0,4,0,5,16
2011-2012,QUEENS,New York City Geographic District #30,IS 227 LOUIS ARMSTRONG,343000011227,Middle School,New York City,Public,1617,0,0,0,0,0,8,0,1,0,1,0,0,0,1,6,1,3,2,26,0,8,0,0,0,8,0,7,0,0,0,0,0,6,2,1,10
2011-2012,QUEENS,New York City Geographic District #30,IS 230,343000010230,Middle School,New York City,Public,970,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,1,13,0,4,0,0,0,2,0,0,0,1,0,0,0,1,2,1,4
2011-2012,QUEENS,New York City Geographic District #30,LONG ISLAND CITY HIGH SCHOOL,343000011450,Senior High,New York City,Public,3359,0,0,0,0,0,4,0,2,0,1,3,0,0,1,9,1,1,0,21,1,13,0,0,0,1,0,2,0,0,0,0,1,2,8,8,38
2011-2012,QUEENS,New York City Geographic District #30,NEWCOMERS HIGH SCHOOL,343000011555,Senior High,New York City,Public,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #30,PS 11 KATHRYN PHELAN,343000010011,Elementary,New York City,Public,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2011-2012,QUEENS,New York City Geographic District #30,PS 111 JACOB BLACKWELL,343000010111,Elementary,New York City,Public,437,0,0,0,0,0,2,0,0,0,2,0,0,0,3,13,2,3,7,19,5,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3
2011-2012,QUEENS,New York City Geographic District #30,PS 112 DUTCH KILLS,343000010112,Elementary,New York City,Public,503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
2011-2012,QUEENS,New York City Geographic District #30,PS 122 MAMIE FAY,343000010122,Elementary,New York City,Public,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 127 AEROSPACE SCIENCE MAGNET,343000010127,Elementary,New York City,Public,1427,0,0,0,0,0,11,0,0,0,0,2,0,0,0,3,0,1,0,4,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
2011-2012,QUEENS,New York City Geographic District #30,PS 148 ,343000010148,Elementary,New York City,Public,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 149 CHRISTA MCAULIFFE,343000010149,Elementary,New York City,Public,1208,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 150,343000010150,Elementary,New York City,Public,1263,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,2,13,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2
2011-2012,QUEENS,New York City Geographic District #30,PS 151 MARY D CARTER,343000010151,Elementary,New York City,Public,534,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
2011-2012,QUEENS,New York City Geographic District #30,PS 152 GWENDOLYN N ALLEYNE SCHOOL,343000010152,Elementary,New York City,Public,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 166 HENRY GRADSTEIN,343000010166,Elementary,New York City,Public,1124,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 17 HENRY DAVID THOREAU,343000010017,Elementary,New York City,Public,561,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011-2012,QUEENS,New York City Geographic District #30,PS 171 PETER G VAN ALST,343000010171,Elementary,New York City,Public,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 2 ALFRED ZIMBERG,343000010002,Elementary,New York City,Public,696,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 212,343000010212,Elementary,New York City,Public,792,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 222-FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL,343000010222,Elementary,New York City,Public,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #30,PS 228 EARLY CHILDHOOD MAGNET SCHOOL FOR THE ARTS,343000010228,Elementary,New York City,Public,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 234,343000010234,Elementary,New York City,Public,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 280,343000010280,Elementary,New York City,Public,216,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 69 JACKSON HEIGHTS,343000010069,Elementary,New York City,Public,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,7,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2011-2012,QUEENS,New York City Geographic District #30,PS 70,343000010070,Elementary,New York City,Public,1100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 76 WILLIAM HALLETT,343000010076,Elementary,New York City,Public,587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-2012,QUEENS,New York City Geographic District #30,PS 78,343000010078,Elementary,New York City,Public,265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-2012,QUEENS,New York City Geographic District #30,PS 84 STEINWAY,343000010084,Elementary,New York City,Public,401,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5
2011-2012,QUEENS,New York City Geographic District #30,PS 85 JUDGE CHARLES VALLONE ,343000010085,Elementary,New York City,Public,568,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,PS 92 HARRY T STEWART SR,343000010092,Elementary,New York City,Public,906,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,QUEENS,New York City Geographic District #30,WILLIAM CULLEN BRYANT HIGH SCHOOL,343000011445,Senior High,New York City,Public,2944,0,0,0,0,0,2,0,1,0,0,3,0,0,1,4,0,0,0,29,0,9,0,0,0,0,0,5,0,0,0,0,0,0,5,5,37
2011-2012,QUEENS,New York City Geographic District #30,YOUNG WOMENS LEADERSHIP SCHOOL,343000011286,Junior Senior School,New York City,Public,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,RICHMOND,New York City Geographic District #31,CONCORD HIGH SCHOOL,353100011470,Senior High,New York City,Public,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,RICHMOND,New York City Geographic District #31,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,353100011047,Senior High,New York City,Public,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6
2011-2012,RICHMOND,New York City Geographic District #31,CURTIS HIGH SCHOOL,353100011450,Senior High,New York City,Public,2541,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,56,0,12,0,0,0,4,0,3,0,0,0,0,2,6,6,0,68
2011-2012,RICHMOND,New York City Geographic District #31,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,353100011064,Senior High,New York City,Public,407,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,10,0,7,0,0,0,3,0,1,0,1,0,0,0,2,3,3,35
2011-2012,RICHMOND,New York City Geographic District #31,IS 2 GEORGE L EGBERT,353100010002,Middle School,New York City,Public,991,0,0,0,0,0,11,0,1,0,0,1,0,0,0,4,1,1,1,72,2,27,0,0,0,13,0,4,0,0,0,0,0,2,1,1,16
2011-2012,RICHMOND,New York City Geographic District #31,IS 24 MYRA S BARNES,353100010024,Middle School,New York City,Public,1414,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,40,2,11,0,0,0,6,0,3,0,0,0,0,0,5,2,0,31
2011-2012,RICHMOND,New York City Geographic District #31,IS 27 ANNING S PRALL ,353100010027,Middle School,New York City,Public,1068,0,0,0,0,0,7,0,0,0,2,1,0,0,2,27,0,12,14,29,3,15,0,0,1,1,0,0,0,0,0,0,0,3,1,0,35
2011-2012,RICHMOND,New York City Geographic District #31,IS 34 TOTTENVILLE,353100010034,Middle School,New York City,Public,1102,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,0,18,0,0,0,0,0,4,0,0,0,0,0,2,0,0,15
2011-2012,RICHMOND,New York City Geographic District #31,IS 49 BERTHA A DREYFUS,353100010049,Middle School,New York City,Public,862,0,0,0,0,0,5,0,2,0,1,0,0,0,2,17,0,3,13,30,2,12,0,0,0,1,0,1,0,1,0,0,1,6,0,1,41
